Date,Time,Item,Qty,Price Point Name,Gross Sales,Discounts,Net Sales,Tax,Transaction ID,Payment ID,Customer ID,Customer Name,Customer Reference ID,Unit,Count,Employee,PAN Suffix
08/16/2024,04:21 PM,Cortado,1,,$4.98,$0.00,$4.98,$0.41,TRANS000542,PAY000542,,,,each,1,Employee 4,6884
11/22/2024,05:46 PM,Horchata Agua Fresca,1,,$4.81,$0.00,$4.81,$0.40,TRANS000543,PAY000543,,,,each,1,Employee 8,6709
11/22/2024,05:46 PM,Crepe,1,,$8.79,$0.00,$8.79,$0.73,TRANS000543,PAY000543,,,,each,1,Employee 2,7701
10/11/2024,05:11 PM,Cinnamon Roll,1,,$6.67,$0.00,$6.67,$0.55,TRANS000544,PAY000544,,,,each,1,Employee 2,7808
10/11/2024,11:45 AM,Crepe,1,,$8.68,$0.00,$8.68,$0.72,TRANS000545,PAY000545,CUST0451,Customer 94,CUST0451,each,1,Employee 5,6906
10/03/2024,03:39 PM,Tea,1,,$4.47,$0.00,$4.47,$0.37,TRANS000546,PAY000546,CUST0081,Customer 232,CUST0081,each,1,Employee 5,7856
10/02/2024,02:27 PM,Cinnamon Roll,1,,$5.32,$0.00,$5.32,$0.44,TRANS000547,PAY000547,,,,each,1,Employee 4,2526
10/02/2024,02:27 PM,Matcha Latte,1,,$5.17,$0.00,$5.17,$0.43,TRANS000547,PAY000547,,,,each,1,Employee 7,5367
10/02/2024,02:27 PM,Limonada 16oz,1,,$4.31,$0.00,$4.31,$0.36,TRANS000547,PAY000547,,,,each,1,Employee 9,1068
12/12/2024,10:00 AM,Quesadilla,1,,$9.31,$0.00,$9.31,$0.77,TRANS000548,PAY000548,,,,each,1,Employee 9,3699
12/12/2024,10:00 AM,Matcha Latte,1,,$4.12,$0.00,$4.12,$0.34,TRANS000548,PAY000548,,,,each,1,Employee 4,4133
10/23/2024,05:55 PM,Chai,1,,$4.87,$0.00,$4.87,$0.40,TRANS000549,PAY000549,,,,each,1,Employee 5,5290
09/16/2024,04:50 PM,Horchata Agua Fresca,1,,$5.03,$0.77,$4.26,$0.35,TRANS000550,PAY000550,,,,each,1,Employee 9,4603
09/16/2024,04:50 PM,Breakfast Tacos,1,,$10.48,$1.82,$8.66,$0.71,TRANS000550,PAY000550,,,,each,1,Employee 1,3167
08/25/2024,04:52 PM,Cortado,1,,$4.19,$0.00,$4.19,$0.35,TRANS000551,PAY000551,,,,each,1,Employee 8,8201
08/25/2024,04:52 PM,Drip,1,,$4.73,$0.00,$4.73,$0.39,TRANS000551,PAY000551,,,,each,1,Employee 6,6277
11/18/2024,11:25 AM,Matcha Latte,1,,$4.00,$0.00,$4.00,$0.33,TRANS000552,PAY000552,,,,each,1,Employee 9,7073
11/18/2024,11:25 AM,Cookies,1,,$5.75,$0.00,$5.75,$0.47,TRANS000552,PAY000552,,,,each,1,Employee 3,8313
09/23/2024,11:20 AM,BLT,1,,$8.80,$0.00,$8.80,$0.73,TRANS000553,PAY000553,,,,each,1,Employee 2,2403
09/23/2024,11:20 AM,Cortado,1,,$5.34,$0.00,$5.34,$0.44,TRANS000553,PAY000553,,,,each,1,Employee 3,8591
08/06/2024,02:02 PM,Drip,1,,$5.13,$0.00,$5.13,$0.42,TRANS000554,PAY000554,,,,each,1,Employee 5,7295
08/07/2024,03:32 PM,Limonada 16oz,1,,$4.51,$0.00,$4.51,$0.37,TRANS000555,PAY000555,,,,each,1,Employee 1,4491
08/07/2024,03:32 PM,Crepe,1,,$13.91,$0.00,$13.91,$1.15,TRANS000555,PAY000555,,,,each,1,Employee 4,6984
08/24/2024,08:10 AM,Crepe,1,,$13.42,$0.00,$13.42,$1.11,TRANS000556,PAY000556,,,,each,1,Employee 1,1160
08/24/2024,08:10 AM,Americano,1,,$6.19,$0.00,$6.19,$0.51,TRANS000556,PAY000556,,,,each,1,Employee 7,9418
08/17/2024,05:02 PM,Cortado,1,,$4.27,$0.00,$4.27,$0.35,TRANS000557,PAY000557,,,,each,1,Employee 5,9148
08/17/2024,05:02 PM,Breakfast Tacos,1,,$9.16,$0.00,$9.16,$0.76,TRANS000557,PAY000557,,,,each,1,Employee 1,5680
08/28/2024,02:52 PM,Churro,1,,$5.92,$0.00,$5.92,$0.49,TRANS000558,PAY000558,CUST0439,Customer 138,CUST0439,each,1,Employee 6,7773
08/28/2024,02:52 PM,Chai,1,,$4.81,$0.00,$4.81,$0.40,TRANS000558,PAY000558,CUST0439,Customer 138,CUST0439,each,1,Employee 8,5442
09/01/2024,12:06 PM,BLT,1,,$8.34,$0.00,$8.34,$0.69,TRANS000559,PAY000559,,,,each,1,Employee 6,2517
11/21/2024,11:33 AM,Cortado,1,,$6.50,$0.00,$6.50,$0.54,TRANS000560,PAY000560,CUST0161,Customer 200,CUST0161,each,1,Employee 6,6668
11/21/2024,11:33 AM,Avocado Toast,1,,$12.23,$0.00,$12.23,$1.01,TRANS000560,PAY000560,CUST0161,Customer 200,CUST0161,each,1,Employee 1,9956
11/21/2024,11:33 AM,Cookies,1,,$4.34,$0.00,$4.34,$0.36,TRANS000560,PAY000560,CUST0161,Customer 200,CUST0161,each,1,Employee 1,8952
11/21/2024,11:33 AM,Americano,1,,$5.50,$0.00,$5.50,$0.45,TRANS000560,PAY000560,CUST0161,Customer 200,CUST0161,each,1,Employee 6,8838
12/14/2024,09:44 AM,Avocado Toast,1,,$9.66,$0.00,$9.66,$0.80,TRANS000561,PAY000561,CUST0205,Customer 499,CUST0205,each,1,Employee 7,2169
11/11/2024,08:02 AM,Pan Dulce,1,,$5.64,$0.00,$5.64,$0.47,TRANS000562,PAY000562,CUST0414,Customer 267,CUST0414,each,1,Employee 5,7975
11/11/2024,08:02 AM,Concha,1,,$4.34,$0.00,$4.34,$0.36,TRANS000562,PAY000562,CUST0414,Customer 267,CUST0414,each,1,Employee 4,3313
11/11/2024,08:02 AM,Quesadilla,1,,$10.44,$0.00,$10.44,$0.86,TRANS000562,PAY000562,CUST0414,Customer 267,CUST0414,each,1,Employee 9,7664
11/11/2024,08:02 AM,Drip,1,,$6.40,$0.67,$5.73,$0.47,TRANS000562,PAY000562,CUST0414,Customer 267,CUST0414,each,1,Employee 8,9781
08/16/2024,10:54 AM,Matcha Latte,1,,$5.41,$0.00,$5.41,$0.45,TRANS000563,PAY000563,,,,each,1,Employee 4,1354
09/22/2024,02:12 PM,Quesadilla,1,,$10.46,$0.00,$10.46,$0.86,TRANS000564,PAY000564,,,,each,1,Employee 6,3126
09/22/2024,02:12 PM,Churro,1,,$7.17,$0.00,$7.17,$0.59,TRANS000564,PAY000564,,,,each,1,Employee 8,3832
01/03/2025,09:30 AM,Cold Brew,1,,$5.56,$0.00,$5.56,$0.46,TRANS000565,PAY000565,CUST0149,Customer 58,CUST0149,each,1,Employee 9,3447
11/08/2024,04:40 PM,BLT,1,,$10.91,$0.00,$10.91,$0.90,TRANS000566,PAY000566,,,,each,1,Employee 1,9414
08/18/2024,08:05 AM,Drip,1,,$5.80,$0.00,$5.80,$0.48,TRANS000567,PAY000567,,,,each,1,Employee 7,6830
09/11/2024,10:18 AM,Americano,1,,$4.01,$0.00,$4.01,$0.33,TRANS000568,PAY000568,CUST0038,Customer 141,CUST0038,each,1,Employee 3,7990
09/11/2024,10:18 AM,Cold Brew,1,,$6.09,$0.00,$6.09,$0.50,TRANS000568,PAY000568,CUST0038,Customer 141,CUST0038,each,1,Employee 1,7793
12/25/2024,12:49 PM,Crepe,1,,$12.71,$0.00,$12.71,$1.05,TRANS000569,PAY000569,CUST0233,Customer 417,CUST0233,each,1,Employee 7,8490
12/25/2024,12:49 PM,Limonada 16oz,1,,$3.81,$0.00,$3.81,$0.31,TRANS000569,PAY000569,CUST0233,Customer 417,CUST0233,each,1,Employee 7,3806
12/25/2024,12:49 PM,Breakfast Tacos,1,,$9.39,$0.00,$9.39,$0.77,TRANS000569,PAY000569,CUST0233,Customer 417,CUST0233,each,1,Employee 6,3074
12/13/2024,08:09 AM,Crepe,1,,$10.76,$2.02,$8.74,$0.72,TRANS000570,PAY000570,,,,each,1,Employee 9,7420
12/13/2024,08:09 AM,Tea,1,,$4.39,$0.79,$3.60,$0.30,TRANS000570,PAY000570,,,,each,1,Employee 3,5023
12/13/2024,08:09 AM,Avocado Toast,1,,$13.39,$0.00,$13.39,$1.10,TRANS000570,PAY000570,,,,each,1,Employee 6,8763
09/17/2024,04:33 PM,Latte Build Your Own,1,,$5.88,$0.00,$5.88,$0.48,TRANS000571,PAY000571,,,,each,1,Employee 2,2216
08/16/2024,02:36 PM,Croissant Plain,1,,$3.81,$0.00,$3.81,$0.31,TRANS000572,PAY000572,,,,each,1,Employee 3,8298
08/13/2024,04:30 PM,Quesadilla,1,,$8.63,$0.00,$8.63,$0.71,TRANS000573,PAY000573,,,,each,1,Employee 9,7411
08/13/2024,04:30 PM,Muffin,1,,$5.36,$0.57,$4.79,$0.40,TRANS000573,PAY000573,,,,each,1,Employee 9,2315
12/03/2024,09:42 AM,Chilaquiles,1,,$13.95,$0.00,$13.95,$1.15,TRANS000574,PAY000574,,,,each,1,Employee 8,5182
09/04/2024,08:28 AM,Horchata Agua Fresca,1,,$5.10,$0.00,$5.10,$0.42,TRANS000575,PAY000575,,,,each,1,Employee 6,4629
09/04/2024,08:28 AM,Cookies,1,,$3.98,$0.00,$3.98,$0.33,TRANS000575,PAY000575,,,,each,1,Employee 7,2370
09/04/2024,08:28 AM,Tea,1,,$4.98,$0.00,$4.98,$0.41,TRANS000575,PAY000575,,,,each,1,Employee 7,1110
09/06/2024,10:34 AM,Cookies,1,,$5.94,$0.82,$5.12,$0.42,TRANS000576,PAY000576,,,,each,1,Employee 9,1530
09/06/2024,10:34 AM,Crepe,1,,$9.75,$1.80,$7.95,$0.66,TRANS000576,PAY000576,,,,each,1,Employee 2,3781
12/16/2024,10:41 AM,Horchata Agua Fresca,1,,$4.96,$0.00,$4.96,$0.41,TRANS000577,PAY000577,CUST0370,Customer 312,CUST0370,each,1,Employee 4,8948
11/30/2024,10:27 AM,Chilaquiles,1,,$11.62,$0.00,$11.62,$0.96,TRANS000578,PAY000578,,,,each,1,Employee 5,4019
08/25/2024,10:00 AM,Breakfast Tacos,1,,$8.87,$0.00,$8.87,$0.73,TRANS000579,PAY000579,,,,each,1,Employee 7,6690
09/20/2024,11:58 AM,Croissant Plain,1,,$7.11,$0.00,$7.11,$0.59,TRANS000580,PAY000580,,,,each,1,Employee 3,3519
10/09/2024,05:10 PM,Cappuccino,1,,$4.25,$0.00,$4.25,$0.35,TRANS000581,PAY000581,,,,each,1,Employee 8,6847
10/09/2024,05:10 PM,Chai,1,,$5.26,$0.93,$4.34,$0.36,TRANS000581,PAY000581,,,,each,1,Employee 2,4370
08/10/2024,10:24 AM,Americano,1,,$4.10,$0.00,$4.10,$0.34,TRANS000582,PAY000582,,,,each,1,Employee 2,3781
08/10/2024,10:24 AM,Muffin,1,,$7.17,$0.00,$7.17,$0.59,TRANS000582,PAY000582,,,,each,1,Employee 5,3274
08/10/2024,10:24 AM,Concha,1,,$3.88,$0.57,$3.32,$0.27,TRANS000582,PAY000582,,,,each,1,Employee 4,5674
08/19/2024,04:02 PM,Horchata Agua Fresca,1,,$5.46,$0.00,$5.46,$0.45,TRANS000583,PAY000583,,,,each,1,Employee 4,5245
08/19/2024,04:02 PM,Avocado Toast,1,,$13.66,$0.00,$13.66,$1.13,TRANS000583,PAY000583,,,,each,1,Employee 2,9073
08/19/2024,04:02 PM,Cookies,1,,$6.43,$0.00,$6.43,$0.53,TRANS000583,PAY000583,,,,each,1,Employee 9,3374
08/19/2024,04:02 PM,Cappuccino,1,,$5.97,$0.00,$5.97,$0.49,TRANS000583,PAY000583,,,,each,1,Employee 3,1080
10/26/2024,03:01 PM,Crepe,1,,$12.29,$0.00,$12.29,$1.01,TRANS000584,PAY000584,CUST0123,Customer 377,CUST0123,each,1,Employee 6,6566
08/18/2024,01:47 PM,Tea,1,,$4.19,$0.00,$4.19,$0.35,TRANS000585,PAY000585,CUST0240,Customer 334,CUST0240,each,1,Employee 3,9083
08/18/2024,01:47 PM,Avocado Toast,1,,$9.30,$0.00,$9.30,$0.77,TRANS000585,PAY000585,CUST0240,Customer 334,CUST0240,each,1,Employee 8,4708
08/18/2024,01:47 PM,Chilaquiles,1,,$8.27,$0.00,$8.27,$0.68,TRANS000585,PAY000585,CUST0240,Customer 334,CUST0240,each,1,Employee 1,8216
12/02/2024,05:12 PM,Chilaquiles,1,,$8.27,$1.58,$6.69,$0.55,TRANS000586,PAY000586,,,,each,1,Employee 6,1125
12/18/2024,01:25 PM,Latte Build Your Own,1,,$4.99,$0.00,$4.99,$0.41,TRANS000587,PAY000587,,,,each,1,Employee 8,8752
01/03/2025,05:25 PM,BLT,1,,$8.23,$0.00,$8.23,$0.68,TRANS000588,PAY000588,,,,each,1,Employee 8,8084
10/02/2024,12:44 PM,BLT,1,,$8.67,$0.00,$8.67,$0.72,TRANS000589,PAY000589,,,,each,1,Employee 2,5549
11/22/2024,01:37 PM,Cortado,1,,$5.36,$0.00,$5.36,$0.44,TRANS000590,PAY000590,,,,each,1,Employee 6,7671
11/22/2024,01:37 PM,Chai,1,,$3.51,$0.00,$3.51,$0.29,TRANS000590,PAY000590,,,,each,1,Employee 7,1553
11/22/2024,01:37 PM,Tea,1,,$5.21,$0.00,$5.21,$0.43,TRANS000590,PAY000590,,,,each,1,Employee 4,1149
08/06/2024,01:31 PM,Limonada 16oz,1,,$5.43,$0.00,$5.43,$0.45,TRANS000591,PAY000591,,,,each,1,Employee 4,1542
08/06/2024,01:31 PM,Croissant Plain,1,,$6.40,$0.00,$6.40,$0.53,TRANS000591,PAY000591,,,,each,1,Employee 5,4649
08/06/2024,01:31 PM,Drip,1,,$4.20,$0.00,$4.20,$0.35,TRANS000591,PAY000591,,,,each,1,Employee 4,4933
10/22/2024,04:57 PM,Croissant Plain,1,,$5.34,$0.00,$5.34,$0.44,TRANS000592,PAY000592,,,,each,1,Employee 7,5207
10/27/2024,11:27 AM,Churro,1,,$5.60,$0.00,$5.60,$0.46,TRANS000593,PAY000593,,,,each,1,Employee 1,8527
10/27/2024,11:27 AM,Chilaquiles,1,,$13.05,$0.00,$13.05,$1.08,TRANS000593,PAY000593,,,,each,1,Employee 9,5489
09/19/2024,08:31 AM,Cinnamon Roll,1,,$4.49,$0.00,$4.49,$0.37,TRANS000594,PAY000594,CUST0042,Customer 434,CUST0042,each,1,Employee 1,7212
10/19/2024,12:36 PM,Avocado Toast,1,,$12.20,$0.00,$12.20,$1.01,TRANS000595,PAY000595,,,,each,1,Employee 3,9503
10/19/2024,12:36 PM,Horchata Agua Fresca,1,,$4.43,$0.00,$4.43,$0.37,TRANS000595,PAY000595,,,,each,1,Employee 4,6996
10/26/2024,04:47 PM,Cold Brew,1,,$4.77,$0.68,$4.09,$0.34,TRANS000596,PAY000596,,,,each,1,Employee 3,1620
10/26/2024,04:47 PM,Tea,1,,$4.32,$0.00,$4.32,$0.36,TRANS000596,PAY000596,,,,each,1,Employee 3,1974
10/26/2024,04:47 PM,Limonada 16oz,1,,$4.46,$0.80,$3.66,$0.30,TRANS000596,PAY000596,,,,each,1,Employee 9,7776
10/26/2024,04:47 PM,Quesadilla,1,,$10.13,$0.00,$10.13,$0.84,TRANS000596,PAY000596,,,,each,1,Employee 9,1658
10/21/2024,12:17 PM,Cookies,1,,$7.27,$0.00,$7.27,$0.60,TRANS000597,PAY000597,CUST0411,Customer 51,CUST0411,each,1,Employee 6,5846
10/21/2024,12:17 PM,Cortado,1,,$5.44,$0.00,$5.44,$0.45,TRANS000597,PAY000597,CUST0411,Customer 51,CUST0411,each,1,Employee 1,6704
08/12/2024,01:50 PM,Tea,1,,$3.61,$0.00,$3.61,$0.30,TRANS000598,PAY000598,,,,each,1,Employee 7,9819
08/12/2024,01:50 PM,Crepe,1,,$13.97,$2.71,$11.27,$0.93,TRANS000598,PAY000598,,,,each,1,Employee 3,6575
08/12/2024,01:50 PM,Cinnamon Roll,1,,$7.06,$0.73,$6.33,$0.52,TRANS000598,PAY000598,,,,each,1,Employee 7,8811
09/21/2024,01:29 PM,Horchata Agua Fresca,1,,$3.83,$0.00,$3.83,$0.32,TRANS000599,PAY000599,,,,each,1,Employee 4,8321
09/21/2024,01:29 PM,Muffin,1,,$7.02,$0.00,$7.02,$0.58,TRANS000599,PAY000599,,,,each,1,Employee 2,6816
09/21/2024,01:29 PM,Avocado Toast,1,,$9.82,$0.00,$9.82,$0.81,TRANS000599,PAY000599,,,,each,1,Employee 8,4477
09/21/2024,01:29 PM,Cortado,1,,$4.98,$0.00,$4.98,$0.41,TRANS000599,PAY000599,,,,each,1,Employee 6,7804
10/21/2024,08:03 AM,Cortado,1,,$5.57,$0.00,$5.57,$0.46,TRANS000600,PAY000600,,,,each,1,Employee 2,4338
10/21/2024,08:03 AM,Latte Build Your Own,1,,$4.44,$0.00,$4.44,$0.37,TRANS000600,PAY000600,,,,each,1,Employee 8,4182
10/21/2024,08:03 AM,Churro,1,,$6.67,$0.00,$6.67,$0.55,TRANS000600,PAY000600,,,,each,1,Employee 5,1869
10/21/2024,08:03 AM,Croissant Plain,1,,$4.22,$0.00,$4.22,$0.35,TRANS000600,PAY000600,,,,each,1,Employee 1,2273
10/14/2024,11:10 AM,Cortado,1,,$4.73,$0.65,$4.09,$0.34,TRANS000601,PAY000601,,,,each,1,Employee 5,9760
01/03/2025,10:48 AM,Cappuccino,1,,$5.39,$0.00,$5.39,$0.45,TRANS000602,PAY000602,,,,each,1,Employee 5,9616
01/03/2025,10:48 AM,Breakfast Tacos,1,,$11.61,$0.00,$11.61,$0.96,TRANS000602,PAY000602,,,,each,1,Employee 2,8732
12/06/2024,03:55 PM,Limonada 16oz,1,,$4.20,$0.00,$4.20,$0.35,TRANS000603,PAY000603,,,,each,1,Employee 7,5208
08/30/2024,08:30 AM,Cold Brew,1,,$5.50,$0.00,$5.50,$0.45,TRANS000604,PAY000604,,,,each,1,Employee 8,8657
08/30/2024,08:30 AM,Croissant Plain,1,,$6.44,$0.00,$6.44,$0.53,TRANS000604,PAY000604,,,,each,1,Employee 4,9106
10/12/2024,05:26 PM,Drip,1,,$4.93,$0.00,$4.93,$0.41,TRANS000605,PAY000605,CUST0470,Customer 181,CUST0470,each,1,Employee 6,8168
10/12/2024,05:26 PM,Cinnamon Roll,1,,$7.33,$0.00,$7.33,$0.60,TRANS000605,PAY000605,CUST0470,Customer 181,CUST0470,each,1,Employee 9,3590
12/05/2024,01:24 PM,Cortado,1,,$5.25,$0.00,$5.25,$0.43,TRANS000606,PAY000606,,,,each,1,Employee 5,7299
12/21/2024,01:51 PM,Tea,1,,$4.89,$0.00,$4.89,$0.40,TRANS000607,PAY000607,,,,each,1,Employee 8,6831
12/21/2024,01:51 PM,Latte Build Your Own,1,,$4.42,$0.00,$4.42,$0.36,TRANS000607,PAY000607,,,,each,1,Employee 7,8366
12/21/2024,01:51 PM,Cortado,1,,$4.71,$0.00,$4.71,$0.39,TRANS000607,PAY000607,,,,each,1,Employee 3,1373
12/12/2024,05:43 PM,Limonada 16oz,1,,$4.72,$0.00,$4.72,$0.39,TRANS000608,PAY000608,CUST0349,Customer 276,CUST0349,each,1,Employee 4,4550
12/12/2024,05:43 PM,Crepe,1,,$11.55,$0.00,$11.55,$0.95,TRANS000608,PAY000608,CUST0349,Customer 276,CUST0349,each,1,Employee 2,1166
09/13/2024,08:53 AM,Americano,1,,$5.38,$0.00,$5.38,$0.44,TRANS000609,PAY000609,,,,each,1,Employee 4,9676
11/28/2024,10:53 AM,Cold Brew,1,,$4.23,$0.00,$4.23,$0.35,TRANS000610,PAY000610,,,,each,1,Employee 9,9922
11/28/2024,10:53 AM,Chilaquiles,1,,$8.93,$0.00,$8.93,$0.74,TRANS000610,PAY000610,,,,each,1,Employee 5,3766
11/28/2024,10:53 AM,Latte Build Your Own,1,,$4.84,$0.00,$4.84,$0.40,TRANS000610,PAY000610,,,,each,1,Employee 9,7666
12/28/2024,09:34 AM,Quesadilla,1,,$11.15,$0.00,$11.15,$0.92,TRANS000611,PAY000611,CUST0106,Customer 143,CUST0106,each,1,Employee 7,5052
12/28/2024,09:34 AM,Croissant Plain,1,,$6.77,$0.00,$6.77,$0.56,TRANS000611,PAY000611,CUST0106,Customer 143,CUST0106,each,1,Employee 4,3074
12/28/2024,09:34 AM,Horchata Agua Fresca,1,,$4.04,$0.55,$3.49,$0.29,TRANS000611,PAY000611,CUST0106,Customer 143,CUST0106,each,1,Employee 4,5692
01/02/2025,04:27 PM,Croissant Plain,1,,$4.91,$0.00,$4.91,$0.41,TRANS000612,PAY000612,CUST0099,Customer 237,CUST0099,each,1,Employee 9,9345
01/02/2025,04:27 PM,Pan Dulce,1,,$6.19,$0.00,$6.19,$0.51,TRANS000612,PAY000612,CUST0099,Customer 237,CUST0099,each,1,Employee 5,5418
10/15/2024,10:39 AM,Cinnamon Roll,1,,$6.88,$0.00,$6.88,$0.57,TRANS000613,PAY000613,CUST0376,Customer 81,CUST0376,each,1,Employee 1,7714
10/15/2024,10:39 AM,BLT,1,,$13.86,$0.00,$13.86,$1.14,TRANS000613,PAY000613,CUST0376,Customer 81,CUST0376,each,1,Employee 5,9144
09/24/2024,03:26 PM,Churro,1,,$6.22,$0.00,$6.22,$0.51,TRANS000614,PAY000614,,,,each,1,Employee 2,2037
09/24/2024,03:26 PM,Muffin,1,,$6.64,$0.00,$6.64,$0.55,TRANS000614,PAY000614,,,,each,1,Employee 7,7287
11/12/2024,02:32 PM,Avocado Toast,1,,$12.00,$2.22,$9.78,$0.81,TRANS000615,PAY000615,,,,each,1,Employee 4,8298
11/12/2024,02:32 PM,Muffin,1,,$5.81,$0.00,$5.81,$0.48,TRANS000615,PAY000615,,,,each,1,Employee 1,2641
09/23/2024,05:33 PM,Chai,1,,$5.13,$0.54,$4.59,$0.38,TRANS000616,PAY000616,CUST0015,Customer 48,CUST0015,each,1,Employee 2,7805
09/23/2024,05:33 PM,Crepe,1,,$10.26,$0.00,$10.26,$0.85,TRANS000616,PAY000616,CUST0015,Customer 48,CUST0015,each,1,Employee 6,7198
12/11/2024,11:44 AM,Drip,1,,$5.70,$0.00,$5.70,$0.47,TRANS000617,PAY000617,CUST0079,Customer 18,CUST0079,each,1,Employee 5,9353
12/11/2024,11:44 AM,Churro,1,,$7.10,$0.00,$7.10,$0.59,TRANS000617,PAY000617,CUST0079,Customer 18,CUST0079,each,1,Employee 9,8077
08/17/2024,01:38 PM,BLT,1,,$10.61,$1.59,$9.02,$0.74,TRANS000618,PAY000618,,,,each,1,Employee 6,2566
08/17/2024,01:38 PM,Muffin,1,,$4.15,$0.00,$4.15,$0.34,TRANS000618,PAY000618,,,,each,1,Employee 1,8230
11/08/2024,11:47 AM,Muffin,1,,$7.12,$0.00,$7.12,$0.59,TRANS000619,PAY000619,,,,each,1,Employee 9,9720
11/08/2024,11:47 AM,Matcha Latte,1,,$4.56,$0.00,$4.56,$0.38,TRANS000619,PAY000619,,,,each,1,Employee 3,3352
11/08/2024,11:47 AM,Chai,1,,$3.91,$0.00,$3.91,$0.32,TRANS000619,PAY000619,,,,each,1,Employee 8,3657
11/08/2024,11:47 AM,Crepe,1,,$11.07,$1.76,$9.31,$0.77,TRANS000619,PAY000619,,,,each,1,Employee 4,3702
12/10/2024,05:14 PM,Chai,1,,$4.08,$0.00,$4.08,$0.34,TRANS000620,PAY000620,,,,each,1,Employee 1,2368
12/08/2024,04:13 PM,Limonada 16oz,1,,$4.74,$0.68,$4.06,$0.34,TRANS000621,PAY000621,CUST0145,Customer 379,CUST0145,each,1,Employee 1,9382
12/08/2024,04:13 PM,Churro,1,,$5.52,$0.00,$5.52,$0.46,TRANS000621,PAY000621,CUST0145,Customer 379,CUST0145,each,1,Employee 4,3972
12/08/2024,04:13 PM,Latte Build Your Own,1,,$5.48,$0.00,$5.48,$0.45,TRANS000621,PAY000621,CUST0145,Customer 379,CUST0145,each,1,Employee 5,2345
10/26/2024,05:25 PM,Avocado Toast,1,,$8.48,$0.00,$8.48,$0.70,TRANS000622,PAY000622,,,,each,1,Employee 4,9343
10/26/2024,05:25 PM,Croissant Plain,1,,$7.11,$1.08,$6.03,$0.50,TRANS000622,PAY000622,,,,each,1,Employee 2,5735
10/26/2024,05:25 PM,Cookies,1,,$4.83,$0.00,$4.83,$0.40,TRANS000622,PAY000622,,,,each,1,Employee 6,8882
10/26/2024,05:25 PM,Latte Build Your Own,1,,$4.41,$0.00,$4.41,$0.36,TRANS000622,PAY000622,,,,each,1,Employee 1,2161
10/21/2024,03:58 PM,Limonada 16oz,1,,$5.03,$0.00,$5.03,$0.42,TRANS000623,PAY000623,CUST0472,Customer 131,CUST0472,each,1,Employee 9,3644
10/21/2024,03:58 PM,Churro,1,,$6.01,$0.00,$6.01,$0.50,TRANS000623,PAY000623,CUST0472,Customer 131,CUST0472,each,1,Employee 4,9075
10/21/2024,03:58 PM,Cappuccino,1,,$6.45,$0.00,$6.45,$0.53,TRANS000623,PAY000623,CUST0472,Customer 131,CUST0472,each,1,Employee 3,4110
10/21/2024,03:58 PM,Matcha Latte,1,,$4.74,$0.71,$4.03,$0.33,TRANS000623,PAY000623,CUST0472,Customer 131,CUST0472,each,1,Employee 4,9958
12/21/2024,02:34 PM,Churro,1,,$6.90,$0.00,$6.90,$0.57,TRANS000624,PAY000624,,,,each,1,Employee 2,1357
12/21/2024,02:34 PM,Americano,1,,$4.70,$0.00,$4.70,$0.39,TRANS000624,PAY000624,,,,each,1,Employee 1,7854
09/04/2024,11:49 AM,Avocado Toast,1,,$12.78,$0.00,$12.78,$1.05,TRANS000625,PAY000625,CUST0352,Customer 44,CUST0352,each,1,Employee 4,1253
10/13/2024,01:03 PM,Avocado Toast,1,,$10.90,$0.00,$10.90,$0.90,TRANS000626,PAY000626,,,,each,1,Employee 2,2562
10/13/2024,01:03 PM,Chilaquiles,1,,$8.85,$0.00,$8.85,$0.73,TRANS000626,PAY000626,,,,each,1,Employee 9,2017
10/08/2024,02:21 PM,Concha,1,,$3.64,$0.00,$3.64,$0.30,TRANS000627,PAY000627,,,,each,1,Employee 9,6547
09/17/2024,05:58 PM,Chilaquiles,1,,$13.43,$0.00,$13.43,$1.11,TRANS000628,PAY000628,,,,each,1,Employee 9,7628
10/16/2024,04:02 PM,Americano,1,,$4.88,$0.73,$4.15,$0.34,TRANS000629,PAY000629,,,,each,1,Employee 2,9264
10/16/2024,04:02 PM,Muffin,1,,$6.38,$0.00,$6.38,$0.53,TRANS000629,PAY000629,,,,each,1,Employee 3,9503
10/16/2024,04:02 PM,Cappuccino,1,,$5.88,$0.00,$5.88,$0.48,TRANS000629,PAY000629,,,,each,1,Employee 4,1435
10/16/2024,04:02 PM,Chilaquiles,1,,$10.91,$0.00,$10.91,$0.90,TRANS000629,PAY000629,,,,each,1,Employee 7,5618
09/05/2024,11:15 AM,Pan Dulce,1,,$5.94,$0.00,$5.94,$0.49,TRANS000630,PAY000630,CUST0414,Customer 359,CUST0414,each,1,Employee 8,1364
09/05/2024,11:15 AM,Latte Build Your Own,1,,$6.08,$0.00,$6.08,$0.50,TRANS000630,PAY000630,CUST0414,Customer 359,CUST0414,each,1,Employee 7,5313
10/23/2024,05:18 PM,BLT,1,,$12.19,$0.00,$12.19,$1.01,TRANS000631,PAY000631,,,,each,1,Employee 6,1153
10/23/2024,05:18 PM,Crepe,1,,$12.08,$0.00,$12.08,$1.00,TRANS000631,PAY000631,,,,each,1,Employee 6,3267
10/23/2024,05:18 PM,Croissant Plain,1,,$4.35,$0.00,$4.35,$0.36,TRANS000631,PAY000631,,,,each,1,Employee 6,1945
